dataset	caller	fold.id	training.error	optimal.param	test.error
275	H3K4me3_TDH_other	homer.trained	3	21.1926605504587	0	24.6428571428571
276	H3K4me3_TDH_other	homer.trained	4	24.3518518518519	0	12.7586206896552
277	H3K4me3_XJ_immune	homer.trained	1	35.0877192982456	1e-300	29.6296296296296
278	H3K4me3_XJ_immune	homer.trained	2	36.0185185185185	0	23.9057239057239
279	H3K4me3_XJ_immune	homer.trained	3	28.8065843621399	0	44.4444444444444
280	H3K4me3_XJ_immune	homer.trained	4	33.2383665716999	0	33.9506172839506
281	H3K36me3_AM_immune	macs.broad.default	1	20.4395604395604	1.30103	28.8359788359788
282	H3K36me3_AM_immune	macs.broad.default	2	18.6572989851678	1.30103	32.2510822510823
283	H3K36me3_AM_immune	macs.broad.default	3	23.4920634920635	1.30103	19.047619047619
284	H3K36me3_AM_immune	macs.broad.default	4	26.4550264550265	1.30103	9.04761904761905
285	H3K36me3_TDH_immune	macs.broad.default	1	51.6190476190476	1.30103	66.6666666666667
286	H3K36me3_TDH_immune	macs.broad.default	2	59.0062111801242	1.30103	38.0952380952381
287	H3K36me3_TDH_immune	macs.broad.default	3	50.3105590062112	1.30103	66.6666666666667
288	H3K36me3_TDH_immune	macs.broad.default	4	56.140350877193	1.30103	50.6493506493507
289	H3K36me3_TDH_other	macs.broad.default	1	36.8055555555556	1.30103	41.0714285714286
290	H3K36me3_TDH_other	macs.broad.default	2	43.4210526315789	1.30103	20.8333333333333
291	H3K36me3_TDH_other	macs.broad.default	3	38.1944444444444	1.30103	37.5
292	H3K36me3_TDH_other	macs.broad.default	4	33.75	1.30103	55
293	H3K4me3_PGP_immune	macs.broad.default	1	22.7833894500561	1.30103	21.7915590008613
294	H3K4me3_PGP_immune	macs.broad.default	2	22.8106611284181	1.30103	21.4814814814815
295	H3K4me3_PGP_immune	macs.broad.default	3	22.9766803840878	1.30103	20.9150326797386
296	H3K4me3_PGP_immune	macs.broad.default	4	21.4285714285714	1.30103	26.4197530864198
297	H3K4me3_TDH_immune	macs.broad.default	1	16.3035584604212	1.30103	18.3006535947712
298	H3K4me3_TDH_immune	macs.broad.default	2	19.017094017094	1.30103	9.60648148148148
299	H3K4me3_TDH_immune	macs.broad.default	3	16.971916971917	1.30103	16.4609053497942
300	H3K4me3_TDH_immune	macs.broad.default	4	15.0483817150484	1.30103	24.5925925925926
301	H3K4me3_TDH_other	macs.broad.default	1	17.6404494382022	1.30103	22.9166666666667
302	H3K4me3_TDH_other	macs.broad.default	2	19.7142857142857	1.30103	18.75
303	H3K4me3_TDH_other	macs.broad.default	3	19.0825688073394	1.30103	21.0714285714286
304	H3K4me3_TDH_other	macs.broad.default	4	21.2037037037037	1.30103	13.1034482758621
305	H3K4me3_XJ_immune	macs.broad.default	1	29.3372319688109	1.30103	25.9259259259259
306	H3K4me3_XJ_immune	macs.broad.default	2	31.3888888888889	1.30103	17.8451178451178
307	H3K4me3_XJ_immune	macs.broad.default	3	25.9259259259259	1.30103	34.5679012345679
308	H3K4me3_XJ_immune	macs.broad.default	4	26.9705603038936	1.30103	33.3333333333333
309	H3K36me3_AM_immune	macs.broad.trained	1	19.4139194139194	1.9	29.6296296296296
310	H3K36me3_AM_immune	macs.broad.trained	2	18.2669789227166	1.9	30.952380952381
311	H3K36me3_AM_immune	macs.broad.trained	3	22.8571428571429	1.9	18.4265010351967
312	H3K36me3_AM_immune	macs.broad.trained	4	25.9259259259259	1.1	12.1428571428571
313	H3K36me3_TDH_immune	macs.broad.trained	1	47.0476190476191	4.5	51.4285714285714
314	H3K36me3_TDH_immune	macs.broad.trained	2	54.2443064182195	4.5	26.530612244898
315	H3K36me3_TDH_immune	macs.broad.trained	3	45.9627329192547	4.5	53.7414965986395
316	H3K36me3_TDH_immune	macs.broad.trained	4	43.1077694235589	4.5	55.8441558441558
317	H3K36me3_TDH_other	macs.broad.trained	1	35.4166666666667	1.2	42.8571428571429
318	H3K36me3_TDH_other	macs.broad.trained	2	42.1052631578947	1.2	22.9166666666667
319	H3K36me3_TDH_other	macs.broad.trained	3	38.1944444444444	1.30103	37.5
320	H3K36me3_TDH_other	macs.broad.trained	4	33.125	1.2	55
321	H3K4me3_PGP_immune	macs.broad.trained	1	22.7085671530116	1.2	22.4806201550388
322	H3K4me3_PGP_immune	macs.broad.trained	2	22.533748701973	2	22.7513227513227
323	H3K4me3_PGP_immune	macs.broad.trained	3	22.9080932784636	1.4	21.0239651416122
324	H3K4me3_PGP_immune	macs.broad.trained	4	21.3955026455026	1.4	26.4197530864198
325	H3K4me3_TDH_immune	macs.broad.trained	1	15.8678286129267	1.7	18.8453159041394
326	H3K4me3_TDH_immune	macs.broad.trained	2	18.482905982906	1.8	10.1851851851852
327	H3K4me3_TDH_immune	macs.broad.trained	3	16.6463166463166	1.5	16.2139917695473
328	H3K4me3_TDH_immune	macs.broad.trained	4	14.8815482148815	1.2	24.5925925925926
329	H3K4me3_TDH_other	macs.broad.trained	1	8.20224719101124	5.5	10.4166666666667
330	H3K4me3_TDH_other	macs.broad.trained	2	8.95238095238095	7.5	8.75
331	H3K4me3_TDH_other	macs.broad.trained	3	8.1651376146789	5.5	12.1428571428571
332	H3K4me3_TDH_other	macs.broad.trained	4	9.72222222222222	9	6.89655172413793
333	H3K4me3_XJ_immune	macs.broad.trained	1	22.9044834307992	3.5	19.3732193732194
334	H3K4me3_XJ_immune	macs.broad.trained	2	26.1111111111111	3.5	7.07070707070707
335	H3K4me3_XJ_immune	macs.broad.trained	3	18.8271604938272	4	29.8765432098765
336	H3K4me3_XJ_immune	macs.broad.trained	4	19.7530864197531	3.5	29.320987654321
337	H3K36me3_AM_immune	macs.default	1	33.8461538461538	1.30103	36.2433862433862
338	H3K36me3_AM_immune	macs.default	2	29.9765807962529	1.30103	46.5367965367965
339	H3K36me3_AM_immune	macs.default	3	34.0476190476191	1.30103	35.1966873706004
340	H3K36me3_AM_immune	macs.default	4	39.4557823129252	1.30103	18.3333333333333
341	H3K36me3_TDH_immune	macs.default	1	64	1.30103	77.1428571428571
342	H3K36me3_TDH_immune	macs.default	2	71.8426501035197	1.30103	47.6190476190476
343	H3K36me3_TDH_immune	macs.default	3	65.8385093167702	1.30103	67.3469387755102
344	H3K36me3_TDH_immune	macs.default	4	62.65664160401	1.30103	72.2943722943723
345	H3K36me3_TDH_other	macs.default	1	55.5555555555556	1.30103	62.5
346	H3K36me3_TDH_other	macs.default	2	61.8421052631579	1.30103	43.75
347	H3K36me3_TDH_other	macs.default	3	58.3333333333333	1.30103	55.3571428571429
348	H3K36me3_TDH_other	macs.default	4	54.375	1.30103	70
349	H3K4me3_PGP_immune	macs.default	1	19.0048634493079	1.30103	22.3944875107666
350	H3K4me3_PGP_immune	macs.default	2	20.0761509172724	1.30103	19.8941798941799
351	H3K4me3_PGP_immune	macs.default	3	20.8847736625514	1.30103	17.3202614379085
352	H3K4me3_PGP_immune	macs.default	4	20.0727513227513	1.30103	19.8765432098765
353	H3K4me3_TDH_immune	macs.default	1	17.3928830791576	1.30103	18.5185185185185
354	H3K4me3_TDH_immune	macs.default	2	17.9487179487179	1.30103	16.7824074074074
355	H3K4me3_TDH_immune	macs.default	3	17.9487179487179	1.30103	17.119341563786
356	H3K4me3_TDH_immune	macs.default	4	17.4507841174508	1.30103	18.6666666666667
357	H3K4me3_TDH_other	macs.default	1	16.8539325842697	1.30103	18.3333333333333
358	H3K4me3_TDH_other	macs.default	2	16.6666666666667	1.30103	19.6875
359	H3K4me3_TDH_other	macs.default	3	16.697247706422	1.30103	20
360	H3K4me3_TDH_other	macs.default	4	19.1666666666667	1.30103	10.6896551724138
361	H3K4me3_XJ_immune	macs.default	1	21.2475633528265	1.30103	17.3789173789174
362	H3K4me3_XJ_immune	macs.default	2	22.037037037037	1.30103	13.8047138047138
363	H3K4me3_XJ_immune	macs.default	3	20.4732510288066	1.30103	19.7530864197531
364	H3K4me3_XJ_immune	macs.default	4	17.2839506172839	1.30103	29.9382716049383
365	H3K36me3_AM_immune	macs.trained	1	30.1098901098901	2.8	34.1269841269841
366	H3K36me3_AM_immune	macs.trained	2	27.2443403590945	2.3	43.0735930735931
367	H3K36me3_AM_immune	macs.trained	3	30.0793650793651	2.9	33.3333333333333
368	H3K36me3_AM_immune	macs.trained	4	35.978835978836	2.9	15.2380952380952
369	H3K36me3_TDH_immune	macs.trained	1	51.4285714285714	4.5	61.9047619047619
370	H3K36me3_TDH_immune	macs.trained	2	58.592132505176	5.5	35.3741496598639
371	H3K36me3_TDH_immune	macs.trained	3	52.3809523809524	4.5	55.7823129251701
372	H3K36me3_TDH_immune	macs.trained	4	47.1177944862155	5.5	63.6363636363636
373	H3K36me3_TDH_other	macs.trained	1	51.3888888888889	1.9	62.5
374	H3K36me3_TDH_other	macs.trained	2	54.6052631578947	4	45.8333333333333
375	H3K36me3_TDH_other	macs.trained	3	51.3888888888889	2.6	53.5714285714286
376	H3K36me3_TDH_other	macs.trained	4	48.75	2.6	65
377	H3K4me3_PGP_immune	macs.trained	1	18.7803965581743	1.2	22.8251507321275
378	H3K4me3_PGP_immune	macs.trained	2	20.0761509172724	1.30103	19.8941798941799
379	H3K4me3_PGP_immune	macs.trained	3	20.7475994513032	1.2	17.6470588235294
380	H3K4me3_PGP_immune	macs.trained	4	20.0727513227513	1.30103	19.8765432098765
381	H3K4me3_TDH_immune	macs.trained	1	17.1750181554103	1.5	17.9738562091503
382	H3K4me3_TDH_immune	macs.trained	2	17.5569800569801	1.5	16.7824074074074
383	H3K4me3_TDH_immune	macs.trained	3	17.4603174603175	1.5	17.201646090535
384	H3K4me3_TDH_immune	macs.trained	4	17.0837504170837	1.2	19.8518518518519
385	H3K4me3_TDH_other	macs.trained	1	9.66292134831461	8.5	9.375
386	H3K4me3_TDH_other	macs.trained	2	9.33333333333333	6	9.375
387	H3K4me3_TDH_other	macs.trained	3	8.07339449541284	6	14.2857142857143
388	H3K4me3_TDH_other	macs.trained	4	10.1851851851852	6	6.20689655172414
389	H3K4me3_XJ_immune	macs.trained	1	19.6881091617934	2.9	15.954415954416
390	H3K4me3_XJ_immune	macs.trained	2	21.2962962962963	2.5	10.4377104377104
391	H3K4me3_XJ_immune	macs.trained	3	18.0041152263374	2.9	20.4938271604938
392	H3K4me3_XJ_immune	macs.trained	4	15.8594491927825	2.9	28.0864197530864
393	H3K36me3_AM_immune	rseg.default	1	10.3296703296703	0	11.1111111111111
394	H3K36me3_AM_immune	rseg.default	2	8.66510538641686	0	15.5844155844156
395	H3K36me3_AM_immune	rseg.default	3	10.952380952381	0	9.3167701863354
396	H3K36me3_AM_immune	rseg.default	4	12.0181405895692	0	5.71428571428571
397	H3K36me3_TDH_immune	rseg.default	1	31.2380952380952	0	28.5714285714286
398	H3K36me3_TDH_immune	rseg.default	2	33.1262939958592	0	23.1292517006803
399	H3K36me3_TDH_immune	rseg.default	3	24.4306418219462	0	51.7006802721088
400	H3K36me3_TDH_immune	rseg.default	4	35.0877192982456	0	23.3766233766234
401	H3K36me3_TDH_other	rseg.default	1	22.9166666666667	0	21.4285714285714
402	H3K36me3_TDH_other	rseg.default	2	23.0263157894737	0	20.8333333333333
403	H3K36me3_TDH_other	rseg.default	3	22.2222222222222	0	23.2142857142857
404	H3K36me3_TDH_other	rseg.default	4	21.875	0	25
405	H3K4me3_PGP_immune	rseg.default	1	41.1896745230079	0	49.0094745908699
406	H3K4me3_PGP_immune	rseg.default	2	44.9290411907234	0	39.3650793650794
407	H3K4me3_PGP_immune	rseg.default	3	45.4389574759945	0	37.5816993464052
408	H3K4me3_PGP_immune	rseg.default	4	42.526455026455	0	47.4074074074074
409	H3K4me3_TDH_immune	rseg.default	1	38.2716049382716	0	39.8692810457516
410	H3K4me3_TDH_immune	rseg.default	2	42.022792022792	0	27.7777777777778
411	H3K4me3_TDH_immune	rseg.default	3	37.3626373626374	0	41.3168724279835
412	H3K4me3_TDH_immune	rseg.default	4	36.9703036369703	0	46.2222222222222
413	H3K4me3_TDH_other	rseg.default	1	31.2359550561798	0	32.0833333333333
414	H3K4me3_TDH_other	rseg.default	2	30.1904761904762	0	35.9375
415	H3K4me3_TDH_other	rseg.default	3	31.2844036697248	0	32.5
416	H3K4me3_TDH_other	rseg.default	4	33.3333333333333	0	24.8275862068966
417	H3K4me3_XJ_immune	rseg.default	1	57.7972709551657	0	51.5669515669516
418	H3K4me3_XJ_immune	rseg.default	2	55.9259259259259	0	57.2390572390572
419	H3K4me3_XJ_immune	rseg.default	3	54.9382716049383	0	59.2592592592593
420	H3K4me3_XJ_immune	rseg.default	4	56.1253561253561	0	56.4814814814815
421	H3K36me3_AM_immune	rseg.trained	1	10.3296703296703	0	11.1111111111111
422	H3K36me3_AM_immune	rseg.trained	2	8.58704137392662	4.16869383470335	15.5844155844156
423	H3K36me3_AM_immune	rseg.trained	3	10.8730158730159	4.16869383470335	9.3167701863354
424	H3K36me3_AM_immune	rseg.trained	4	11.9425547996977	4.16869383470335	5.71428571428571
425	H3K36me3_TDH_immune	rseg.trained	1	31.2380952380952	0	28.5714285714286
426	H3K36me3_TDH_immune	rseg.trained	2	33.1262939958592	0	23.1292517006803
427	H3K36me3_TDH_immune	rseg.trained	3	24.4306418219462	0	51.7006802721088
428	H3K36me3_TDH_immune	rseg.trained	4	35.0877192982456	0	23.3766233766234
429	H3K36me3_TDH_other	rseg.trained	1	22.9166666666667	0	21.4285714285714
430	H3K36me3_TDH_other	rseg.trained	2	23.0263157894737	0	20.8333333333333
431	H3K36me3_TDH_other	rseg.trained	3	22.2222222222222	0	23.2142857142857
432	H3K36me3_TDH_other	rseg.trained	4	21.875	0	25
433	H3K4me3_PGP_immune	rseg.trained	1	41.0026187803966	1.99526231496888	48.9233419465978
434	H3K4me3_PGP_immune	rseg.trained	2	44.7559709241952	3.16227766016838	39.1534391534392
435	H3K4me3_PGP_immune	rseg.trained	3	45.19890260631	3.16227766016838	37.5816993464052
436	H3K4me3_PGP_immune	rseg.trained	4	42.3280423280423	2.51188643150958	47.2839506172839
437	H3K4me3_TDH_immune	rseg.trained	1	38.2716049382716	0	39.8692810457516
438	H3K4me3_TDH_immune	rseg.trained	2	42.022792022792	0	27.7777777777778
439	H3K4me3_TDH_immune	rseg.trained	3	37.3626373626374	0	41.3168724279835
440	H3K4me3_TDH_immune	rseg.trained	4	36.9703036369703	0	46.2222222222222
441	H3K4me3_TDH_other	rseg.trained	1	31.2359550561798	0	32.0833333333333
442	H3K4me3_TDH_other	rseg.trained	2	30.1904761904762	0	35.9375
443	H3K4me3_TDH_other	rseg.trained	3	31.2844036697248	0	32.5
444	H3K4me3_TDH_other	rseg.trained	4	33.3333333333333	0	24.8275862068966
445	H3K4me3_XJ_immune	rseg.trained	1	50	1000	46.1538461538462
446	H3K4me3_XJ_immune	rseg.trained	2	50	1000	45.4545454545455
447	H3K4me3_XJ_immune	rseg.trained	3	47.2222222222222	1000	53.3333333333333
448	H3K4me3_XJ_immune	rseg.trained	4	48.7179487179487	1000	50
449	H3K36me3_AM_immune	sicer.default	1	51.9413919413919	0.01	48.1481481481481
450	H3K36me3_AM_immune	sicer.default	2	51.2099921935988	0.01	50.8658008658009
451	H3K36me3_AM_immune	sicer.default	3	47.0634920634921	0.01	61.6977225672878
452	H3K36me3_AM_immune	sicer.default	4	54.0438397581255	0.01	41.9047619047619
453	H3K36me3_TDH_immune	sicer.default	1	57.9047619047619	0.01	53.3333333333333
454	H3K36me3_TDH_immune	sicer.default	2	62.7329192546584	0.01	38.7755102040816
455	H3K36me3_TDH_immune	sicer.default	3	55.0724637681159	0.01	63.9455782312925
456	H3K36me3_TDH_immune	sicer.default	4	51.8796992481203	0.01	66.2337662337662
457	H3K36me3_TDH_other	sicer.default	1	62.5	0.01	64.2857142857143
458	H3K36me3_TDH_other	sicer.default	2	64.4736842105263	0.01	58.3333333333333
459	H3K36me3_TDH_other	sicer.default	3	62.5	0.01	64.2857142857143
460	H3K36me3_TDH_other	sicer.default	4	62.5	0.01	65
461	H3K4me3_PGP_immune	sicer.default	1	56.341189674523	0.01	57.6227390180879
462	H3K4me3_PGP_immune	sicer.default	2	58.1862236067844	0.01	52.2751322751323
463	H3K4me3_PGP_immune	sicer.default	3	57.0644718792867	0.01	55.6644880174292
464	H3K4me3_PGP_immune	sicer.default	4	55.3571428571429	0.01	61.8518518518519
465	H3K4me3_TDH_immune	sicer.default	1	52.5417574437182	0.01	48.0392156862745
466	H3K4me3_TDH_immune	sicer.default	2	52.5997150997151	0.01	47.5694444444444
467	H3K4me3_TDH_immune	sicer.default	3	49.6540496540497	0.01	54.9794238683128
468	H3K4me3_TDH_immune	sicer.default	4	50.7173840507174	0.01	54.5185185185185
469	H3K4me3_TDH_other	sicer.default	1	62.4719101123596	0.01	56.25
470	H3K4me3_TDH_other	sicer.default	2	61.2380952380952	0.01	57.1875
471	H3K4me3_TDH_other	sicer.default	3	59.2660550458716	0.01	64.2857142857143
472	H3K4me3_TDH_other	sicer.default	4	58.6111111111111	0.01	66.551724137931
473	H3K4me3_XJ_immune	sicer.default	1	48.4405458089669	0.01	46.4387464387464
474	H3K4me3_XJ_immune	sicer.default	2	48.6111111111111	0.01	45.4545454545455
475	H3K4me3_XJ_immune	sicer.default	3	46.7078189300411	0.01	50.8641975308642
476	H3K4me3_XJ_immune	sicer.default	4	47.8632478632479	0.01	48.1481481481481
477	H3K36me3_AM_immune	sicer.trained	1	10.6959706959707	0	15.6084656084656
478	H3K36me3_AM_immune	sicer.trained	2	9.21155347384856	0	18.8311688311688
479	H3K36me3_AM_immune	sicer.trained	3	13.015873015873	0	8.48861283643892
480	H3K36me3_AM_immune	sicer.trained	4	14.1345427059713	0	4.28571428571429
481	H3K36me3_TDH_immune	sicer.trained	1	42.6666666666667	0	41.9047619047619
482	H3K36me3_TDH_immune	sicer.trained	2	44.9275362318841	0	34.6938775510204
483	H3K36me3_TDH_immune	sicer.trained	3	35.8178053830228	0	64.6258503401361
484	H3K36me3_TDH_immune	sicer.trained	4	47.6190476190476	0	33.7662337662338
485	H3K36me3_TDH_other	sicer.trained	1	16.6666666666667	0	25
486	H3K36me3_TDH_other	sicer.trained	2	23.6842105263158	0	4.16666666666667
487	H3K36me3_TDH_other	sicer.trained	3	23.6111111111111	0	7.14285714285714
488	H3K36me3_TDH_other	sicer.trained	4	12.5	0	45
489	H3K4me3_PGP_immune	sicer.trained	1	35.8024691358025	0	45.7364341085271
490	H3K4me3_PGP_immune	sicer.trained	2	41.8137763932156	0	29.6296296296296
491	H3K4me3_PGP_immune	sicer.trained	3	40.5692729766804	0	33.2244008714597
492	H3K4me3_PGP_immune	sicer.trained	4	36.9047619047619	0	45.9259259259259
493	H3K4me3_TDH_immune	sicer.trained	1	30.718954248366	0	33.442265795207
494	H3K4me3_TDH_immune	sicer.trained	2	35.9330484330484	0	16.6666666666667
495	H3K4me3_TDH_immune	sicer.trained	3	29.9145299145299	0	34.40329218107
496	H3K4me3_TDH_immune	sicer.trained	4	28.9956623289957	0	42.0740740740741
497	H3K4me3_TDH_other	sicer.trained	1	38.4269662921348	0	40.625
498	H3K4me3_TDH_other	sicer.trained	2	38.2857142857143	0	42.1875
499	H3K4me3_TDH_other	sicer.trained	3	40	0	36.0714285714286
500	H3K4me3_TDH_other	sicer.trained	4	39.9074074074074	0	36.551724137931
501	H3K4me3_XJ_immune	sicer.trained	1	47.8557504873294	1e-05	46.4387464387464
502	H3K4me3_XJ_immune	sicer.trained	2	48.0555555555556	1e-05	45.4545454545455
503	H3K4me3_XJ_immune	sicer.trained	3	46.1934156378601	1e-05	50.6172839506173
504	H3K4me3_XJ_immune	sicer.trained	4	47.7682811016144	1e-05	46.6049382716049
505	H3K36me3_AM_immune	triform.default	1	68.5714285714286	0	76.1904761904762
506	H3K36me3_AM_immune	triform.default	2	64.7931303669009	0	85.2813852813853
507	H3K36me3_AM_immune	triform.default	3	74.3650793650794	0	59.4202898550725
508	H3K36me3_AM_immune	triform.default	4	73.2426303854875	0	60.7142857142857
509	H3K36me3_TDH_immune	triform.default	1	96.3809523809524	0	99.0476190476191
510	H3K36me3_TDH_immune	triform.default	2	98.5507246376812	0	91.156462585034
511	H3K36me3_TDH_immune	triform.default	3	96.48033126294	0	97.9591836734694
512	H3K36me3_TDH_immune	triform.default	4	95.7393483709273	0	98.7012987012987
513	H3K36me3_TDH_other	triform.default	1	88.1944444444444	0	80.3571428571429
514	H3K36me3_TDH_other	triform.default	2	85.5263157894737	0	87.5
515	H3K36me3_TDH_other	triform.default	3	84.7222222222222	0	89.2857142857143
516	H3K36me3_TDH_other	triform.default	4	85.625	0	87.5
517	H3K4me3_PGP_immune	triform.default	1	49.1956603067714	0	62.7045650301464
518	H3K4me3_PGP_immune	triform.default	2	52.1633783316026	0	56.7195767195767
519	H3K4me3_PGP_immune	triform.default	3	55.2126200274348	0	47.1677559912854
520	H3K4me3_PGP_immune	triform.default	4	56.1177248677249	0	42.7160493827161
521	H3K4me3_TDH_immune	triform.default	1	58.3151779230211	0	59.1503267973856
522	H3K4me3_TDH_immune	triform.default	2	58.2264957264957	0	59.4907407407407
523	H3K4me3_TDH_immune	triform.default	3	57.4277574277574	0	60.7407407407407
524	H3K4me3_TDH_immune	triform.default	4	59.8932265598932	0	52.4444444444444
525	H3K4me3_TDH_other	triform.default	1	63.4831460674157	0	54.5833333333333
526	H3K4me3_TDH_other	triform.default	2	56.6666666666667	0	72.5
527	H3K4me3_TDH_other	triform.default	3	60.9174311926606	0	58.2142857142857
528	H3K4me3_TDH_other	triform.default	4	60.8333333333333	0	58.6206896551724
529	H3K4me3_XJ_immune	triform.default	1	46.1988304093567	0	41.3105413105413
530	H3K4me3_XJ_immune	triform.default	2	42.8703703703704	0	52.5252525252525
531	H3K4me3_XJ_immune	triform.default	3	45.2674897119342	0	44.1975308641975
532	H3K4me3_XJ_immune	triform.default	4	45.5840455840456	0	42.9012345679012
533	H3K36me3_AM_immune	triform.trained	1	46.2271062271062	7.44380301325169	48.4126984126984
534	H3K36me3_AM_immune	triform.trained	2	44.9648711943794	7.44380301325169	51.5151515151515
535	H3K36me3_AM_immune	triform.trained	3	46.031746031746	8.37677640068292	48.8612836438923
536	H3K36me3_AM_immune	triform.trained	4	48.8284202569917	7.44380301325169	40
537	H3K36me3_TDH_immune	triform.trained	1	59.2380952380952	19.1448197616996	67.6190476190476
538	H3K36me3_TDH_immune	triform.trained	2	66.4596273291925	8.37677640068292	46.9387755102041
539	H3K36me3_TDH_immune	triform.trained	3	60.8695652173913	19.1448197616996	59.8639455782313
540	H3K36me3_TDH_immune	triform.trained	4	54.6365914786967	17.0125427985259	71.8614718614719
541	H3K36me3_TDH_other	triform.trained	1	46.5277777777778	8.37677640068292	51.7857142857143
542	H3K36me3_TDH_other	triform.trained	2	48.6842105263158	9.42668455117885	52.0833333333333
543	H3K36me3_TDH_other	triform.trained	3	48.6111111111111	8.37677640068292	46.4285714285714
544	H3K36me3_TDH_other	triform.trained	4	46.875	8.37677640068292	52.5
545	H3K4me3_PGP_immune	triform.trained	1	38.3464272353161	6.61474064123015	48.8372093023256
546	H3K4me3_PGP_immune	triform.trained	2	41.7445482866044	6.61474064123015	40.8465608465608
547	H3K4me3_PGP_immune	triform.trained	3	42.5582990397805	6.61474064123015	38.2352941176471
548	H3K4me3_PGP_immune	triform.trained	4	42.989417989418	8.37677640068292	39.7530864197531
549	H3K4me3_TDH_immune	triform.trained	1	42.4110384894699	7.44380301325169	40.1960784313725
550	H3K4me3_TDH_immune	triform.trained	2	41.025641025641	7.44380301325169	44.5601851851852
551	H3K4me3_TDH_immune	triform.trained	3	40.7814407814408	8.37677640068292	44.3621399176955
552	H3K4me3_TDH_immune	triform.trained	4	42.8094761428095	7.44380301325169	37.6296296296296
553	H3K4me3_TDH_other	triform.trained	1	26.2921348314607	13.433993325989	22.2916666666667
554	H3K4me3_TDH_other	triform.trained	2	23.6190476190476	11.9377664171444	29.375
555	H3K4me3_TDH_other	triform.trained	3	24.3119266055046	11.9377664171444	27.5
556	H3K4me3_TDH_other	triform.trained	4	24.6296296296296	13.433993325989	25.8620689655172
557	H3K4me3_XJ_immune	triform.trained	1	31.9688109161793	7.44380301325169	27.0655270655271
558	H3K4me3_XJ_immune	triform.trained	2	31.8518518518519	7.44380301325169	26.5993265993266
559	H3K4me3_XJ_immune	triform.trained	3	28.6008230452675	7.44380301325169	35.8024691358025
560	H3K4me3_XJ_immune	triform.trained	4	30.2943969610636	7.44380301325169	32.0987654320988
